City,Date,Card Type,Exp Type,Gender,Amount,description
"Bengaluru, India",2014-08-18,Signature,Fuel,M,14794,"Spent on Fuel using Signature in Bengaluru, India"
"Bengaluru, India",2014-10-11,Platinum,Grocery,F,3831,"Spent on Grocery using Platinum in Bengaluru, India"
"Greater Mumbai, India",2015-04-23,Platinum,Grocery,M,261016,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-06-20,Silver,Grocery,F,126017,"Spent on Grocery using Silver in Ahmedabad, India"
"Bengaluru, India",2014-10-24,Platinum,Food,M,191839,"Spent on Food using Platinum in Bengaluru, India"
"Delhi, India",2014-10-30,Platinum,Entertainment,M,267318,"Spent on Entertainment using Platinum in Delhi, India"
"Bengaluru, India",2015-04-13,Gold,Bills,F,146766,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2013-10-20,Silver,Entertainment,F,267667,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-03-18,Silver,Food,M,59968,"Spent on Food using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-07-04,Silver,Grocery,F,287571,"Spent on Grocery using Silver in Ahmedabad, India"
"Greater Mumbai, India",2015-02-13,Silver,Entertainment,M,3379,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-07-18,Silver,Bills,M,263210,"Spent on Bills using Silver in Greater Mumbai, India"
"Bengaluru, India",2015-02-25,Gold,Fuel,M,204523,"Spent on Fuel using Gold in Bengaluru, India"
"Bengaluru, India",2014-11-13,Gold,Bills,F,63162,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2013-11-02,Silver,Bills,F,34470,"Spent on Bills using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-09-23,Silver,Entertainment,F,170061,"Spent on Entertainment using Silver in Bengaluru, India"
"Delhi, India",2013-10-15,Platinum,Bills,M,189793,"Spent on Bills using Platinum in Delhi, India"
"Greater Mumbai, India",2014-08-18,Gold,Entertainment,F,195345,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-11-20,Platinum,Fuel,M,141315,"Spent on Fuel using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-11-30,Signature,Grocery,M,215661,"Spent on Grocery using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2014-03-21,Signature,Bills,M,49169,"Spent on Bills using Signature in Greater Mumbai, India"
"Ahmedabad, India",2014-02-12,Signature,Food,M,9013,"Spent on Food using Signature in Ahmedabad, India"
"Delhi, India",2014-10-28,Platinum,Bills,M,149894,"Spent on Bills using Platinum in Delhi, India"
"Delhi, India",2014-03-03,Signature,Food,M,159063,"Spent on Food using Signature in Delhi, India"
"Ahmedabad, India",2014-05-31,Gold,Grocery,F,186241,"Spent on Grocery using Gold in Ahmedabad, India"
"Bengaluru, India",2013-11-25,Platinum,Fuel,M,175084,"Spent on Fuel using Platinum in Bengaluru, India"
"Bengaluru, India",2014-08-22,Gold,Bills,M,24821,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2013-11-26,Signature,Grocery,F,238531,"Spent on Grocery using Signature in Greater Mumbai, India"
"Ahmedabad, India",2014-07-28,Signature,Fuel,M,246011,"Spent on Fuel using Signature in Ahmedabad, India"
"Bengaluru, India",2015-04-07,Gold,Bills,M,277829,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2015-01-14,Gold,Entertainment,F,255423,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Delhi, India",2014-10-23,Signature,Food,F,95780,"Spent on Food using Signature in Delhi, India"
"Delhi, India",2015-05-20,Signature,Fuel,F,253725,"Spent on Fuel using Signature in Delhi, India"
"Greater Mumbai, India",2013-10-23,Gold,Food,M,136328,"Spent on Food using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-01-11,Gold,Food,M,204030,"Spent on Food using Gold in Bengaluru, India"
"Ahmedabad, India",2015-02-28,Platinum,Food,M,147690,"Spent on Food using Platinum in Ahmedabad, India"
"Ahmedabad, India",2015-02-24,Gold,Entertainment,F,1177,"Spent on Entertainment using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-11-18,Gold,Grocery,M,234410,"Spent on Grocery using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-02-01,Signature,Food,M,31365,"Spent on Food using Signature in Bengaluru, India"
"Delhi, India",2014-05-06,Signature,Entertainment,F,78630,"Spent on Entertainment using Signature in Delhi, India"
"Greater Mumbai, India",2013-11-30,Signature,Bills,M,225366,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2013-11-08,Silver,Grocery,F,129021,"Spent on Grocery using Silver in Bengaluru, India"
"Delhi, India",2013-12-18,Signature,Grocery,M,181924,"Spent on Grocery using Signature in Delhi, India"
"Ahmedabad, India",2013-11-24,Platinum,Bills,F,100600,"Spent on Bills using Platinum in Ahmedabad, India"
"Bengaluru, India",2015-02-24,Silver,Grocery,F,238303,"Spent on Grocery using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-12-30,Silver,Grocery,F,19235,"Spent on Grocery using Silver in Greater Mumbai, India"
"Bengaluru, India",2015-03-24,Platinum,Bills,M,56304,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-10-16,Silver,Fuel,F,75739,"Spent on Fuel using Silver in Ahmedabad, India"
"Bengaluru, India",2015-05-06,Signature,Food,F,137304,"Spent on Food using Signature in Bengaluru, India"
"Delhi, India",2014-12-21,Platinum,Grocery,F,273421,"Spent on Grocery using Platinum in Delhi, India"
"Greater Mumbai, India",2014-11-10,Platinum,Entertainment,M,19457,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-05-02,Silver,Fuel,F,265522,"Spent on Fuel using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2015-04-25,Platinum,Food,F,216660,"Spent on Food using Platinum in Greater Mumbai, India"
"Delhi, India",2014-10-13,Signature,Entertainment,M,145630,"Spent on Entertainment using Signature in Delhi, India"
"Delhi, India",2014-03-19,Platinum,Entertainment,M,245670,"Spent on Entertainment using Platinum in Delhi, India"
"Bengaluru, India",2015-03-29,Silver,Fuel,F,113583,"Spent on Fuel using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-08-31,Platinum,Grocery,F,214638,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Delhi, India",2015-02-20,Signature,Grocery,M,85700,"Spent on Grocery using Signature in Delhi, India"
"Delhi, India",2015-01-06,Gold,Food,F,16854,"Spent on Food using Gold in Delhi, India"
"Greater Mumbai, India",2014-04-06,Signature,Entertainment,M,187629,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2015-04-06,Gold,Food,M,46573,"Spent on Food using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-04-09,Gold,Bills,F,40906,"Spent on Bills using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-04-13,Silver,Fuel,M,108182,"Spent on Fuel using Silver in Greater Mumbai, India"
"Ahmedabad, India",2015-01-03,Signature,Grocery,F,215409,"Spent on Grocery using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-12-01,Silver,Food,F,4545,"Spent on Food using Silver in Ahmedabad, India"
"Delhi, India",2013-10-06,Gold,Food,M,189094,"Spent on Food using Gold in Delhi, India"
"Greater Mumbai, India",2014-01-12,Signature,Entertainment,F,129313,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-02-05,Silver,Food,M,137486,"Spent on Food using Silver in Bengaluru, India"
"Bengaluru, India",2014-07-08,Silver,Entertainment,M,44792,"Spent on Entertainment using Silver in Bengaluru, India"
"Bengaluru, India",2014-10-27,Platinum,Grocery,M,1720,"Spent on Grocery using Platinum in Bengaluru, India"
"Ahmedabad, India",2015-03-28,Platinum,Food,F,242958,"Spent on Food using Platinum in Ahmedabad, India"
"Bengaluru, India",2015-01-24,Signature,Food,M,199697,"Spent on Food using Signature in Bengaluru, India"
"Greater Mumbai, India",2014-04-11,Platinum,Fuel,M,144736,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2013-12-27,Platinum,Bills,F,21481,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2013-10-22,Gold,Food,F,77358,"Spent on Food using Gold in Delhi, India"
"Bengaluru, India",2014-02-02,Gold,Grocery,M,252642,"Spent on Grocery using Gold in Bengaluru, India"
"Bengaluru, India",2013-10-18,Silver,Bills,F,53610,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2014-02-21,Platinum,Food,F,65390,"Spent on Food using Platinum in Bengaluru, India"
"Delhi, India",2014-05-29,Silver,Bills,M,15864,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2013-10-31,Silver,Entertainment,F,60856,"Spent on Entertainment using Silver in Ahmedabad, India"
"Ahmedabad, India",2013-11-08,Platinum,Grocery,F,201942,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-09-02,Silver,Entertainment,M,201401,"Spent on Entertainment using Silver in Ahmedabad, India"
"Greater Mumbai, India",2015-02-02,Platinum,Grocery,F,153391,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-03-20,Silver,Grocery,M,96936,"Spent on Grocery using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-11-26,Platinum,Food,M,183406,"Spent on Food using Platinum in Ahmedabad, India"
"Delhi, India",2014-02-27,Signature,Grocery,F,176845,"Spent on Grocery using Signature in Delhi, India"
"Ahmedabad, India",2014-04-06,Silver,Food,M,110211,"Spent on Food using Silver in Ahmedabad, India"
"Ahmedabad, India",2015-02-25,Signature,Fuel,M,261056,"Spent on Fuel using Signature in Ahmedabad, India"
"Delhi, India",2014-12-10,Gold,Fuel,F,135581,"Spent on Fuel using Gold in Delhi, India"
"Ahmedabad, India",2014-08-14,Silver,Entertainment,M,257433,"Spent on Entertainment using Silver in Ahmedabad, India"
"Bengaluru, India",2014-04-23,Platinum,Grocery,M,173285,"Spent on Grocery using Platinum in Bengaluru, India"
"Bengaluru, India",2014-01-31,Signature,Fuel,F,157375,"Spent on Fuel using Signature in Bengaluru, India"
"Delhi, India",2014-08-23,Gold,Bills,F,118053,"Spent on Bills using Gold in Delhi, India"
"Delhi, India",2014-09-22,Gold,Bills,F,138275,"Spent on Bills using Gold in Delhi, India"
"Delhi, India",2014-12-23,Gold,Grocery,F,107431,"Spent on Grocery using Gold in Delhi, India"
"Ahmedabad, India",2014-04-28,Platinum,Grocery,F,145721,"Spent on Grocery using Platinum in Ahmedabad, India"
"Delhi, India",2013-11-18,Platinum,Food,F,294490,"Spent on Food using Platinum in Delhi, India"
"Ahmedabad, India",2014-01-19,Platinum,Entertainment,F,80279,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-04-30,Platinum,Fuel,M,86491,"Spent on Fuel using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2015-02-14,Signature,Entertainment,M,296257,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Delhi, India",2015-04-28,Signature,Fuel,M,270753,"Spent on Fuel using Signature in Delhi, India"
"Delhi, India",2013-10-20,Silver,Grocery,M,85901,"Spent on Grocery using Silver in Delhi, India"
"Greater Mumbai, India",2014-01-13,Silver,Bills,F,260527,"Spent on Bills using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-01-17,Gold,Food,M,60628,"Spent on Food using Gold in Bengaluru, India"
"Bengaluru, India",2014-06-23,Gold,Food,M,125306,"Spent on Food using Gold in Bengaluru, India"
"Bengaluru, India",2013-12-05,Signature,Food,F,148974,"Spent on Food using Signature in Bengaluru, India"
"Bengaluru, India",2014-02-26,Signature,Bills,M,191089,"Spent on Bills using Signature in Bengaluru, India"
"Ahmedabad, India",2014-03-12,Platinum,Bills,F,251877,"Spent on Bills using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-06-28,Platinum,Entertainment,M,125616,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-12-31,Silver,Entertainment,M,217359,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Delhi, India",2014-08-12,Gold,Grocery,M,140577,"Spent on Grocery using Gold in Delhi, India"
"Delhi, India",2014-04-23,Platinum,Grocery,M,271327,"Spent on Grocery using Platinum in Delhi, India"
"Bengaluru, India",2014-02-22,Gold,Fuel,M,87135,"Spent on Fuel using Gold in Bengaluru, India"
"Greater Mumbai, India",2013-10-10,Gold,Bills,F,253796,"Spent on Bills using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-08-20,Platinum,Bills,M,31605,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2015-04-17,Silver,Grocery,F,66260,"Spent on Grocery using Silver in Delhi, India"
"Ahmedabad, India",2014-08-17,Gold,Grocery,F,21970,"Spent on Grocery using Gold in Ahmedabad, India"
"Bengaluru, India",2014-07-29,Platinum,Fuel,M,274669,"Spent on Fuel using Platinum in Bengaluru, India"
"Ahmedabad, India",2013-12-14,Signature,Food,M,210306,"Spent on Food using Signature in Ahmedabad, India"
"Bengaluru, India",2014-10-16,Platinum,Entertainment,M,64257,"Spent on Entertainment using Platinum in Bengaluru, India"
"Bengaluru, India",2013-10-26,Signature,Fuel,F,129356,"Spent on Fuel using Signature in Bengaluru, India"
"Ahmedabad, India",2014-09-11,Signature,Entertainment,F,287466,"Spent on Entertainment using Signature in Ahmedabad, India"
"Ahmedabad, India",2015-04-09,Platinum,Fuel,F,182285,"Spent on Fuel using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-05-19,Gold,Food,F,208112,"Spent on Food using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-03-17,Gold,Grocery,F,117127,"Spent on Grocery using Gold in Bengaluru, India"
"Ahmedabad, India",2014-03-02,Silver,Grocery,M,3388,"Spent on Grocery using Silver in Ahmedabad, India"
"Ahmedabad, India",2015-03-03,Platinum,Fuel,F,83519,"Spent on Fuel using Platinum in Ahmedabad, India"
"Delhi, India",2015-04-01,Platinum,Entertainment,F,260275,"Spent on Entertainment using Platinum in Delhi, India"
"Delhi, India",2013-12-05,Gold,Bills,F,236930,"Spent on Bills using Gold in Delhi, India"
"Ahmedabad, India",2015-04-15,Signature,Fuel,F,112301,"Spent on Fuel using Signature in Ahmedabad, India"
"Delhi, India",2014-11-13,Silver,Entertainment,M,211530,"Spent on Entertainment using Silver in Delhi, India"
"Delhi, India",2014-04-28,Signature,Grocery,M,11927,"Spent on Grocery using Signature in Delhi, India"
"Bengaluru, India",2014-10-28,Platinum,Entertainment,M,215500,"Spent on Entertainment using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-12-30,Gold,Food,F,22594,"Spent on Food using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-01-03,Signature,Food,M,267136,"Spent on Food using Signature in Ahmedabad, India"
"Greater Mumbai, India",2014-12-28,Silver,Grocery,F,287870,"Spent on Grocery using Silver in Greater Mumbai, India"
"Delhi, India",2013-11-09,Silver,Bills,F,195444,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2014-07-31,Gold,Fuel,F,68847,"Spent on Fuel using Gold in Delhi, India"
"Ahmedabad, India",2015-02-02,Platinum,Grocery,F,246766,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2015-04-21,Platinum,Fuel,M,286352,"Spent on Fuel using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-02-16,Platinum,Bills,M,263729,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-07-06,Signature,Grocery,F,134904,"Spent on Grocery using Signature in Ahmedabad, India"
"Bengaluru, India",2013-11-04,Silver,Grocery,F,209526,"Spent on Grocery using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-08-20,Gold,Entertainment,M,182373,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-10-26,Silver,Food,F,213072,"Spent on Food using Silver in Bengaluru, India"
"Delhi, India",2014-04-14,Silver,Grocery,F,145769,"Spent on Grocery using Silver in Delhi, India"
"Bengaluru, India",2013-12-10,Platinum,Food,M,177378,"Spent on Food using Platinum in Bengaluru, India"
"Bengaluru, India",2014-04-03,Signature,Grocery,F,30957,"Spent on Grocery using Signature in Bengaluru, India"
"Delhi, India",2014-08-15,Signature,Grocery,F,293794,"Spent on Grocery using Signature in Delhi, India"
"Ahmedabad, India",2015-03-18,Gold,Grocery,F,128171,"Spent on Grocery using Gold in Ahmedabad, India"
"Greater Mumbai, India",2015-05-10,Platinum,Entertainment,F,16887,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Delhi, India",2014-04-04,Gold,Fuel,M,80596,"Spent on Fuel using Gold in Delhi, India"
"Delhi, India",2015-05-15,Signature,Grocery,F,18179,"Spent on Grocery using Signature in Delhi, India"
"Delhi, India",2014-08-12,Signature,Entertainment,F,231765,"Spent on Entertainment using Signature in Delhi, India"
"Bengaluru, India",2014-06-22,Platinum,Bills,M,82622,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2015-03-12,Platinum,Fuel,F,257634,"Spent on Fuel using Platinum in Ahmedabad, India"
"Delhi, India",2014-03-30,Gold,Bills,F,182038,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2013-10-14,Gold,Entertainment,M,151491,"Spent on Entertainment using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-04-25,Gold,Fuel,M,222834,"Spent on Fuel using Gold in Greater Mumbai, India"
"Delhi, India",2014-06-29,Gold,Grocery,F,248672,"Spent on Grocery using Gold in Delhi, India"
"Bengaluru, India",2015-04-28,Gold,Grocery,F,294735,"Spent on Grocery using Gold in Bengaluru, India"
"Delhi, India",2015-01-04,Silver,Grocery,F,110292,"Spent on Grocery using Silver in Delhi, India"
"Greater Mumbai, India",2014-03-12,Silver,Food,F,252899,"Spent on Food using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-03-17,Gold,Bills,F,113949,"Spent on Bills using Gold in Ahmedabad, India"
"Delhi, India",2014-05-29,Silver,Food,F,171649,"Spent on Food using Silver in Delhi, India"
"Ahmedabad, India",2014-07-12,Silver,Food,M,284783,"Spent on Food using Silver in Ahmedabad, India"
"Greater Mumbai, India",2013-10-28,Platinum,Bills,F,183120,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-01-14,Platinum,Bills,F,175815,"Spent on Bills using Platinum in Delhi, India"
"Bengaluru, India",2014-05-24,Gold,Grocery,F,32498,"Spent on Grocery using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-11-29,Gold,Food,M,152992,"Spent on Food using Gold in Greater Mumbai, India"
"Delhi, India",2015-01-10,Silver,Fuel,F,253779,"Spent on Fuel using Silver in Delhi, India"
